City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Nassau,US,2020-06-28 14:24:48,40.75,-73.58,84.2,62,1,4.29
278,Galveston,US,2020-06-28 14:24:48,29.37,-94.97,87.01,79,1,17.22
279,Marzuq,YE,2020-06-28 14:24:48,14.4,46.47,96.04,17,72,2.86
280,Haines Junction,CA,2020-06-28 14:24:49,60.75,-137.51,50.52,56,100,1.83
281,Pemba,MZ,2020-06-28 14:24:49,-12.97,40.52,80.6,69,40,9.17
282,Kuliyapitiya,LK,2020-06-28 14:23:00,7.47,80.04,84.2,79,40,8.05
283,Aksu,CN,2020-06-28 14:24:49,41.12,80.26,72.97,32,100,5.97
284,Jacmel,HT,2020-06-28 14:24:49,18.23,-72.53,89.6,55,40,11.41
285,Palu,ID,2020-06-28 14:24:49,-0.89,119.87,74.82,83,100,1.03
286,Dzaoudzi,YT,2020-06-28 14:24:49,-12.79,45.27,80.6,74,0,13.87
287,Vestmannaeyjar,IS,2020-06-28 14:24:49,63.44,-20.27,60.8,82,75,5.82
288,Jutai,BR,2020-06-28 14:24:49,-5.18,-68.9,82.44,71,100,2.86
289,Nikolskoye,RU,2020-06-28 14:24:49,59.7,30.79,69.8,35,0,15.66
290,Kibuye,RW,2020-06-28 14:24:49,-2.06,29.35,73.44,60,35,2.24
291,Sao Joao Da Barra,BR,2020-06-28 14:24:49,-21.64,-41.05,75.2,64,75,11.41
292,Sola,VU,2020-06-28 14:24:49,-13.88,167.55,80.58,83,48,16.22
293,Hamilton,US,2020-06-28 14:23:00,39.18,-84.53,71.6,94,90,7.36
294,Port Hedland,AU,2020-06-28 14:23:00,-20.32,118.57,68.0,64,18,3.36
295,Ostrovnoy,RU,2020-06-28 14:24:49,68.05,39.51,44.64,70,89,8.66
296,Kahului,US,2020-06-28 14:24:47,20.89,-156.47,72.0,73,1,3.36
297,Rocha,UY,2020-06-28 14:24:49,-34.48,-54.33,51.26,71,0,6.29
298,Bom Jesus,BR,2020-06-28 14:24:49,-9.07,-44.36,88.16,36,0,6.62
299,Bang Saphan,TH,2020-06-28 14:24:49,11.21,99.51,78.93,88,99,6.64
300,Bud,US,2020-06-28 14:24:49,39.45,-86.18,71.6,94,90,4.7
301,Kayes,ML,2020-06-28 14:23:01,14.0,-11.0,101.12,28,25,11.56
302,Deniliquin,AU,2020-06-28 14:24:49,-35.53,144.97,37.99,91,0,5.03
303,Okhotsk,RU,2020-06-28 14:24:50,59.38,143.3,47.23,88,1,6.06
304,Nishihara,JP,2020-06-28 14:24:50,26.18,127.76,82.4,88,20,11.41
305,Kungurtug,RU,2020-06-28 14:22:03,50.6,97.52,59.92,58,45,3.42
306,Eureka,US,2020-06-28 14:24:50,40.8,-124.16,55.0,100,62,4.0
307,Severo-Kurilsk,RU,2020-06-28 14:24:50,50.68,156.12,49.03,65,45,3.83
308,Suwalki,PL,2020-06-28 14:24:50,54.11,22.93,75.85,63,1,8.55
309,Aden,YE,2020-06-28 14:24:50,12.78,45.04,89.89,59,44,13.04
310,North Bend,US,2020-06-28 14:22:44,43.41,-124.22,55.99,100,90,4.7
311,Vallenar,CL,2020-06-28 14:24:50,-28.57,-70.76,63.07,42,100,1.83
312,Norman Wells,CA,2020-06-28 14:24:50,65.28,-126.83,53.6,76,20,5.82
313,Te Anau,NZ,2020-06-28 14:24:50,-45.42,167.72,39.61,85,76,3.8
314,Xinyu,CN,2020-06-28 14:23:01,27.8,114.93,82.24,77,98,7.63
315,Beloha,MG,2020-06-28 14:24:50,-25.17,45.05,72.91,69,0,8.77
316,Vila,PT,2020-06-28 14:24:50,42.03,-8.16,75.0,73,39,5.99
317,Saint Anthony,US,2020-06-28 14:23:01,45.02,-93.22,79.0,57,1,5.82
318,Jiguani,CU,2020-06-28 14:23:01,20.37,-76.43,86.0,74,20,13.87
319,Dunedin,NZ,2020-06-28 14:24:50,-45.87,170.5,45.0,88,100,3.0
320,Soyo,AO,2020-06-28 14:24:50,-6.13,12.37,80.6,57,40,8.05
321,Nemuro,JP,2020-06-28 14:24:51,43.32,145.57,49.1,97,100,13.71
322,Imuris,MX,2020-06-28 14:24:51,30.78,-110.87,78.01,56,0,3.0
323,Contamana,PE,2020-06-28 14:24:51,-7.33,-75.02,79.02,80,38,1.14
324,Athabasca,CA,2020-06-28 14:20:55,54.72,-113.29,52.34,94,99,7.16
325,Lukovetskiy,RU,2020-06-28 14:23:02,64.3,41.92,53.6,58,75,8.95
326,Baghdad,IQ,2020-06-28 14:24:21,33.34,44.4,109.4,12,0,13.87
327,Carlsbad,US,2020-06-28 14:21:06,33.16,-117.35,66.2,82,90,3.36
328,Roald,NO,2020-06-28 14:24:51,62.58,6.13,69.8,73,75,2.24
329,Wentzville,US,2020-06-28 14:21:47,38.81,-90.85,79.0,87,7,5.82
330,Snyder,US,2020-06-28 14:24:51,32.72,-100.92,77.0,78,1,17.22
331,Djambala,CG,2020-06-28 14:23:02,-2.54,14.75,87.94,33,1,6.46
332,Champerico,GT,2020-06-28 14:24:51,14.3,-91.92,80.6,78,40,5.68
333,Ixtapa,MX,2020-06-28 14:24:51,20.7,-105.2,80.6,78,75,4.7
334,Kochubey,RU,2020-06-28 14:24:51,44.39,46.58,79.65,36,0,13.42
335,Hirara,JP,2020-06-28 14:24:51,24.8,125.28,83.52,86,100,15.9
336,Najran,SA,2020-06-28 14:24:51,17.49,44.13,98.6,18,40,11.41
337,Ipora,BR,2020-06-28 14:23:02,-16.44,-51.12,78.73,55,0,9.71
338,Sao Goncalo Do Amarante,BR,2020-06-28 14:23:02,-3.61,-38.97,81.0,70,0,21.99
339,Huarmey,PE,2020-06-28 14:24:51,-10.07,-78.15,65.8,72,23,5.82
340,Hualmay,PE,2020-06-28 14:24:51,-11.1,-77.61,63.95,74,61,6.42
341,Alice Springs,AU,2020-06-28 14:24:12,-23.7,133.88,41.0,48,0,7.67
342,Zhangye,CN,2020-06-28 14:24:51,38.93,100.45,76.05,19,0,3.87
343,Kargasok,RU,2020-06-28 14:23:02,59.06,80.86,57.02,72,84,22.01
344,Sambava,MG,2020-06-28 14:24:52,-14.27,50.17,76.06,84,1,13.96
345,Lufilufi,WS,2020-06-28 14:24:52,-13.87,-171.6,81.27,74,20,21.34
346,Nome,US,2020-06-28 14:24:10,64.5,-165.41,44.6,100,90,9.17
347,Port Hardy,CA,2020-06-28 14:24:52,50.7,-127.42,55.4,82,20,9.17
348,Rochester,US,2020-06-28 14:24:52,43.15,-77.62,73.99,78,75,9.17
349,Grindavik,IS,2020-06-28 14:24:52,63.84,-22.43,57.2,82,99,11.41
350,Como,IT,2020-06-28 14:24:52,45.81,9.09,89.01,41,0,4.0
351,Nobeoka,JP,2020-06-28 14:24:52,32.58,131.67,74.1,85,77,4.18
352,Gizo,SB,2020-06-28 14:23:03,-8.1,156.84,81.46,76,43,6.89
353,Kununurra,AU,2020-06-28 14:24:52,-15.77,128.73,62.6,30,79,1.12
354,Qinhuangdao,CN,2020-06-28 14:24:52,39.93,119.59,72.52,63,98,2.06
355,Suzhou,CN,2020-06-28 14:24:21,31.31,120.62,80.01,88,100,12.68
356,Samarai,PG,2020-06-28 14:24:52,-10.62,150.67,78.13,86,71,16.82
357,Coquimbo,CL,2020-06-28 14:23:03,-29.95,-71.34,51.8,93,90,5.82
358,Tougan,BF,2020-06-28 14:23:03,13.07,-3.07,101.88,27,0,5.39
359,Vilyuysk,RU,2020-06-28 14:24:52,63.76,121.62,70.48,47,96,3.15
360,Ilulissat,GL,2020-06-28 14:24:52,69.22,-51.1,42.8,75,75,5.82
361,Aguimes,ES,2020-06-28 14:24:52,27.91,-15.45,78.01,65,75,32.21
362,Ladario,BR,2020-06-28 14:24:52,-19.0,-57.6,66.2,72,40,5.82
363,Tucurui,BR,2020-06-28 14:24:52,-3.77,-49.67,85.35,63,5,4.36
364,San Quintin,MX,2020-06-28 14:24:53,30.48,-115.95,63.59,80,100,3.2
365,Trat,TH,2020-06-28 14:24:53,12.5,102.5,77.45,91,70,3.31
366,Ballina,AU,2020-06-28 14:24:53,-28.87,153.57,55.4,93,75,4.7
367,Westport,US,2020-06-28 14:22:06,41.14,-73.36,77.0,94,90,6.93
368,Fochville,ZA,2020-06-28 14:24:53,-26.49,27.49,64.0,30,0,1.99
369,Cockburn Town,TC,2020-06-28 14:24:53,21.46,-71.14,81.99,81,11,11.25
370,Portland,US,2020-06-28 14:23:02,45.52,-122.68,57.2,71,75,5.82
371,Nagato,JP,2020-06-28 14:24:53,34.38,131.2,73.4,88,20,3.36
372,Vestmanna,FO,2020-06-28 14:24:53,62.16,-7.17,57.2,93,75,17.22
373,Kosh-Agach,RU,2020-06-28 14:24:53,50.0,88.67,54.9,70,85,1.59
374,Pangnirtung,CA,2020-06-28 14:24:53,66.15,-65.71,46.67,65,50,3.85
375,Jumla,NP,2020-06-28 14:24:53,29.27,82.18,63.64,72,100,2.1
376,Pampa,US,2020-06-28 14:24:53,35.54,-100.96,80.6,44,1,20.8
377,Laguna,US,2020-06-28 14:20:02,38.42,-121.42,62.01,72,1,11.41
378,Lata,PT,2020-06-28 14:24:53,40.16,-8.33,84.0,54,0,11.18
379,Pinotepa Nacional,MX,2020-06-28 14:24:53,16.32,-98.02,78.57,77,45,2.3
380,Altona,DE,2020-06-28 14:23:04,53.55,9.93,70.0,64,100,11.41
381,Vostok,RU,2020-06-28 14:24:53,46.49,135.88,51.57,93,94,2.51
382,Palafrugell,ES,2020-06-28 14:23:04,41.92,3.16,84.99,54,4,9.73
383,Cairns,AU,2020-06-28 14:24:54,-16.92,145.77,69.8,77,90,8.05
384,Menomonie,US,2020-06-28 14:24:54,44.88,-91.92,78.01,68,1,6.93
385,Saldanha,ZA,2020-06-28 14:24:54,-33.01,17.94,60.8,72,11,8.05
386,Freetown,SL,2020-06-28 14:24:54,8.48,-13.23,86.0,70,75,6.93
387,Noumea,NC,2020-06-28 14:24:54,-22.28,166.46,66.99,87,0,1.12
388,Tongliao,CN,2020-06-28 14:24:54,43.61,122.27,76.53,36,59,8.59
389,Saint George,US,2020-06-28 14:22:25,37.1,-113.58,86.0,22,1,14.99
390,Roma,US,2020-06-28 14:21:02,43.21,-75.46,72.0,78,90,1.72
391,San Angelo,US,2020-06-28 14:24:15,31.46,-100.44,82.0,69,1,14.99
392,Liwale,TZ,2020-06-28 14:23:04,-9.77,37.93,86.25,35,18,2.75
393,Valday,RU,2020-06-28 14:24:54,57.97,33.25,70.25,77,0,6.82
394,Taian,CN,2020-06-28 14:23:04,36.19,117.12,84.99,64,100,2.55
395,Bauchi,NG,2020-06-28 14:23:04,10.5,10.0,88.25,46,100,7.25
396,Curup,ID,2020-06-28 14:24:54,-3.47,102.53,69.44,93,34,3.24
397,Eyl,SO,2020-06-28 14:24:54,7.98,49.82,90.37,46,37,27.51
398,Namibe,AO,2020-06-28 14:24:54,-15.2,12.15,75.2,69,20,11.41
399,Uyskoye,RU,2020-06-28 14:24:54,54.38,60.0,54.68,59,45,17.56
400,Iskateley,RU,2020-06-28 14:21:05,67.68,53.15,45.27,69,100,15.66
401,Tamandare,BR,2020-06-28 14:24:54,-8.76,-35.1,78.24,81,54,11.03
402,Itarema,BR,2020-06-28 14:24:54,-2.92,-39.92,84.81,63,3,14.32
403,Pochutla,MX,2020-06-28 14:24:54,15.74,-96.47,78.8,78,90,1.43
404,Flin Flon,CA,2020-06-28 14:24:54,54.77,-101.86,59.0,93,90,5.82
405,Lyudinovo,RU,2020-06-28 14:24:54,53.87,34.45,72.55,73,100,4.25
406,Teya,RU,2020-06-28 14:21:06,60.38,92.63,66.15,88,93,4.03
407,Burns Lake,CA,2020-06-28 14:24:54,54.23,-125.75,48.15,72,50,4.9
408,Ambilobe,MG,2020-06-28 14:23:05,-13.2,49.05,80.83,65,0,1.14
409,Chiang Mai,TH,2020-06-28 14:24:55,18.79,98.98,84.2,74,40,2.24
410,Brokopondo,SR,2020-06-28 14:24:55,4.75,-55.17,80.37,81,60,2.08
411,El Carmen,CO,2020-06-28 14:24:55,8.51,-73.45,78.49,66,100,0.25
412,Poum,NC,2020-06-28 14:24:55,-20.23,164.02,71.4,70,2,9.15
413,Bukachacha,RU,2020-06-28 14:24:55,52.98,116.92,63.07,58,45,3.87
414,Dimona,IL,2020-06-28 14:24:55,31.07,35.03,89.58,23,0,18.99
415,Susanville,US,2020-06-28 14:24:55,40.42,-120.65,62.6,33,40,3.36
416,Coihaique,CL,2020-06-28 14:21:36,-45.58,-72.07,26.6,73,75,3.36
417,Port Lincoln,AU,2020-06-28 14:24:55,-34.73,135.87,53.65,63,0,9.48
418,Olinda,BR,2020-06-28 14:24:55,-8.01,-34.86,78.8,83,75,12.75
419,Kars,TR,2020-06-28 14:23:05,40.6,43.09,66.2,52,40,16.11
420,Salgotarjan,HU,2020-06-28 14:24:55,48.1,19.8,88.0,53,0,1.99
421,Farafangana,MG,2020-06-28 14:23:05,-22.82,47.83,72.52,84,0,11.5
422,Labuhan,ID,2020-06-28 14:24:55,-6.88,112.21,79.54,77,0,6.13
423,Lorengau,PG,2020-06-28 14:23:05,-2.02,147.27,81.97,78,98,7.47
424,Road Town,VG,2020-06-28 14:23:05,18.42,-64.62,89.6,70,40,9.17
425,Pachino,IT,2020-06-28 14:24:55,36.72,15.09,90.0,37,0,8.01
426,Changping,CN,2020-06-28 14:24:55,40.22,116.22,86.0,54,99,6.71
427,Bowen,AU,2020-06-28 14:24:55,-20.02,148.23,66.99,82,40,8.05
428,Chabahar,IR,2020-06-28 14:24:55,25.29,60.64,87.04,79,53,13.04
429,Neuquen,AR,2020-06-28 14:23:06,-38.95,-68.06,37.4,93,90,6.93
430,Birjand,IR,2020-06-28 14:24:55,32.87,59.22,91.4,9,20,13.87
431,Harer,ET,2020-06-28 14:24:55,9.31,42.13,71.01,66,28,9.78
432,Le Portel,FR,2020-06-28 14:24:55,50.71,1.58,64.4,63,0,16.11
433,Esso,RU,2020-06-28 14:24:55,55.93,158.7,47.5,73,18,4.5
434,Djenne,ML,2020-06-28 14:24:55,13.91,-4.55,103.82,22,0,6.67
435,Omboue,GA,2020-06-28 14:24:55,-1.57,9.26,77.65,71,27,11.03
436,Saint-Pierre,RE,2020-06-28 14:24:56,-21.34,55.48,73.4,73,57,3.36
437,Aksha,RU,2020-06-28 14:24:56,50.28,113.29,60.87,88,100,3.56
438,Bangangte,CM,2020-06-28 14:23:06,5.14,10.52,69.66,97,99,3.29
439,Vao,NC,2020-06-28 14:24:56,-22.67,167.48,69.39,55,0,11.05
440,Bahia Blanca,AR,2020-06-28 14:24:56,-38.72,-62.27,43.09,65,100,8.3
441,Gat,IL,2020-06-28 14:23:04,31.61,34.76,87.01,77,0,13.15
442,Longyan,CN,2020-06-28 14:24:56,25.11,117.02,77.83,78,100,2.53
443,Iquique,CL,2020-06-28 14:24:56,-20.22,-70.14,60.8,67,75,8.05
444,Cap Malheureux,MU,2020-06-28 14:23:06,-19.98,57.61,73.99,74,30,5.01
445,Namie,JP,2020-06-28 14:24:56,37.48,141.0,69.01,78,0,1.99
446,Avera,US,2020-06-28 14:24:56,33.19,-82.53,86.0,70,1,11.41
447,Kushmurun,KZ,2020-06-28 14:24:56,52.45,64.63,68.97,50,54,11.99
448,Paamiut,GL,2020-06-28 14:24:56,61.99,-49.67,40.28,90,100,5.64
449,Bani,DO,2020-06-28 14:24:56,18.28,-70.33,87.01,74,40,9.35
450,Aranda De Duero,ES,2020-06-28 14:24:56,41.67,-3.69,82.56,34,0,8.03
451,Birao,CF,2020-06-28 14:24:56,10.28,22.79,94.53,38,0,2.82
452,Lircay,PE,2020-06-28 14:24:56,-12.99,-74.72,55.4,32,24,2.24
453,Dalbandin,PK,2020-06-28 14:24:56,28.89,64.41,104.94,9,29,19.06
454,Bima,ID,2020-06-28 14:24:56,-8.47,118.72,72.64,85,100,4.21
455,Aromashevo,RU,2020-06-28 14:23:07,56.86,68.64,51.64,94,100,8.48
456,Kuusamo,FI,2020-06-28 14:24:57,65.97,29.18,62.6,42,15,4.7
457,Vidim,RU,2020-06-28 14:24:57,56.41,103.11,68.59,53,62,5.23
458,Werda,BW,2020-06-28 14:24:57,-25.27,23.28,69.82,21,0,10.22
459,Maceio,BR,2020-06-28 14:24:57,-9.67,-35.74,78.8,83,75,11.41
460,Ngora,UG,2020-06-28 14:23:07,1.43,33.78,81.37,54,70,2.06
461,Richards Bay,ZA,2020-06-28 14:24:57,-28.78,32.04,71.78,50,0,13.78
462,Malakal,SS,2020-06-28 14:24:57,9.53,31.66,87.1,53,51,3.94
463,Turukhansk,RU,2020-06-28 14:24:57,65.82,87.98,76.17,51,42,15.1
464,Balkanabat,TM,2020-06-28 14:24:57,39.51,54.37,89.13,12,100,7.4
465,Adrar,MR,2020-06-28 14:24:57,20.5,-10.07,112.15,6,0,18.72
466,Alofi,NU,2020-06-28 14:24:57,-19.06,-169.92,75.2,88,51,3.36
467,Ketchikan,US,2020-06-28 14:20:35,55.34,-131.65,55.4,87,1,8.05
468,Elko,US,2020-06-28 14:24:57,41.0,-115.5,62.01,51,98,4.0
469,Madimba,TZ,2020-06-28 14:24:57,-10.4,40.33,80.13,71,11,13.51
470,Port Blair,IN,2020-06-28 14:23:07,11.67,92.75,83.5,76,100,8.43
471,Meadow Lake,US,2020-06-28 14:24:57,34.8,-106.54,78.01,24,40,6.93
472,San Vicente De Canete,PE,2020-06-28 14:24:57,-13.08,-76.38,64.96,69,44,2.75
473,Yangambi,CD,2020-06-28 14:24:57,0.81,24.43,86.61,57,100,1.25
474,Sheopur,IN,2020-06-28 14:23:07,25.67,76.7,103.33,25,30,4.97
475,Loreto,MX,2020-06-28 14:24:57,22.27,-101.97,66.56,64,46,4.76
476,Taldan,RU,2020-06-28 14:23:08,53.67,124.8,58.06,88,100,1.5
477,Santa Cruz,BO,2020-06-28 14:21:44,-17.8,-63.17,62.6,77,75,11.41
478,Sur,OM,2020-06-28 14:23:08,22.57,59.53,92.97,55,0,14.88
479,Alta Floresta,BR,2020-06-28 14:24:58,-9.88,-56.09,84.2,58,0,11.41
480,Aklavik,CA,2020-06-28 14:24:58,68.22,-135.01,51.8,62,40,2.24
481,Itanagar,IN,2020-06-28 14:24:58,27.1,93.62,78.8,94,75,5.82
482,Sikeston,US,2020-06-28 14:23:10,36.88,-89.59,82.4,78,1,12.75
483,Paredon,MX,2020-06-28 14:24:58,16.03,-93.87,83.1,69,0,2.71
484,Colares,PT,2020-06-28 14:21:39,38.8,-9.45,81.0,61,20,26.4
485,Silver City,US,2020-06-28 14:24:09,32.77,-108.28,71.6,37,1,14.99
486,Kachug,RU,2020-06-28 14:23:08,53.96,105.88,60.89,82,88,4.21
487,Blackwater,AU,2020-06-28 14:24:39,-23.58,148.88,60.04,64,81,4.9
488,Am Timan,TD,2020-06-28 14:23:08,11.03,20.28,96.91,31,0,4.99
489,Mehamn,NO,2020-06-28 14:24:58,71.04,27.85,44.6,77,78,9.26
490,Okakarara,NA,2020-06-28 14:24:58,-20.58,17.43,75.09,16,0,8.32
491,Faya,SA,2020-06-28 14:24:58,18.39,42.45,89.6,11,75,25.28
492,Tukrah,LY,2020-06-28 14:24:58,32.53,20.58,81.12,54,0,12.41
493,Viedma,AR,2020-06-28 14:23:08,-40.81,-63.0,43.03,63,100,2.24
494,Chumikan,RU,2020-06-28 14:24:58,54.72,135.31,43.75,89,53,2.68
495,Salair,RU,2020-06-28 14:24:58,54.23,85.8,57.52,73,100,5.23
496,Ayaviri,PE,2020-06-28 14:24:58,-14.89,-70.59,48.06,40,40,3.8
497,Ilheus,BR,2020-06-28 14:24:58,-14.79,-39.05,80.6,78,20,5.82
498,Cabra,ES,2020-06-28 14:24:58,37.47,-4.44,98.01,22,0,7.74
499,Pafos,CY,2020-06-28 14:24:58,34.77,32.42,91.99,78,40,11.41
500,Ajdabiya,LY,2020-06-28 14:24:58,30.76,20.23,83.79,48,0,19.71
501,Manaure,CO,2020-06-28 14:24:58,11.78,-72.44,86.0,66,90,18.34
502,Casale Monferrato,IT,2020-06-28 14:24:59,45.13,8.46,90.0,48,0,1.01
503,Bonavista,CA,2020-06-28 14:23:09,48.65,-53.11,55.56,90,81,7.96
504,Ust-Maya,RU,2020-06-28 14:24:59,60.42,134.53,64.72,58,8,1.9
505,Eenhana,NA,2020-06-28 14:24:59,-17.47,16.33,86.0,16,0,5.82
506,Severodvinsk,RU,2020-06-28 14:24:59,64.56,39.83,53.6,58,75,8.95
507,Kloulklubed,PW,2020-06-28 14:24:59,7.04,134.26,78.8,88,75,5.41
508,Oksfjord,NO,2020-06-28 14:24:59,70.24,22.35,57.2,67,0,19.46
509,Salo,IT,2020-06-28 14:24:59,45.61,10.53,89.01,35,5,4.7
510,Northam,GB,2020-06-28 14:23:09,51.03,-4.22,62.01,74,54,15.99
511,Bismarck,US,2020-06-28 14:23:09,46.81,-100.78,80.6,69,75,17.22
512,Samoded,RU,2020-06-28 14:24:59,63.61,40.51,51.89,60,92,8.52
513,Kedrovyy,RU,2020-06-28 14:24:59,56.17,91.82,69.8,52,82,11.18
514,Gympie,AU,2020-06-28 14:21:40,-26.19,152.66,54.0,94,8,1.01
515,Broken Hill,AU,2020-06-28 14:24:06,-31.95,141.43,44.6,56,42,8.05
516,Manado,ID,2020-06-28 14:24:08,1.49,124.85,75.2,100,40,1.12
517,Tucuman,AR,2020-06-28 14:24:59,-26.82,-65.22,55.4,66,18,0.38
518,Chapais,CA,2020-06-28 14:24:59,49.78,-74.85,69.8,68,1,4.7
519,Erzin,TR,2020-06-28 14:24:59,36.96,36.2,79.0,86,0,15.01
520,Wufeng,CN,2020-06-28 14:24:59,27.45,104.83,64.13,100,100,2.73
521,Quang Ngai,VN,2020-06-28 14:24:59,15.12,108.8,80.91,80,62,5.46
522,Mareeba,AU,2020-06-28 14:24:59,-17.0,145.43,69.8,77,90,8.05
523,Antofagasta,CL,2020-06-28 14:20:23,-23.65,-70.4,57.2,76,90,2.24
524,Honningsvag,NO,2020-06-28 14:25:00,70.98,25.97,44.35,81,65,7.87
525,Pundaguitan,PH,2020-06-28 14:25:00,6.37,126.17,78.84,82,100,7.85
526,Siilinjarvi,FI,2020-06-28 14:23:10,63.08,27.67,68.0,42,3,8.05
527,Nara,JP,2020-06-28 14:25:00,34.69,135.8,73.0,68,30,5.01
528,Talaya,RU,2020-06-28 14:25:00,61.38,152.75,54.48,60,96,0.49
529,Lincoln,US,2020-06-28 14:25:00,40.8,-96.67,78.01,80,100,5.01
530,Sinop,TR,2020-06-28 14:25:00,41.77,34.87,72.79,67,30,6.55
531,Shingu,JP,2020-06-28 14:25:00,33.73,135.98,70.81,85,100,6.08
532,Kuryk,KZ,2020-06-28 14:25:00,43.2,51.65,76.06,36,100,17.36
533,Puerto Leguizamo,CO,2020-06-28 14:25:00,-0.19,-74.78,80.06,73,6,1.92
534,Verkhovazhye,RU,2020-06-28 14:25:00,60.75,42.05,56.28,50,91,6.98
535,Lixourion,GR,2020-06-28 14:25:00,38.2,20.43,87.8,43,20,11.41
536,Hovd,MN,2020-06-28 14:25:00,48.01,91.64,75.81,21,1,3.44
537,Cotonou,BJ,2020-06-28 14:25:00,6.37,2.42,77.0,94,20,9.17
538,Waingapu,ID,2020-06-28 14:25:00,-9.66,120.26,74.59,81,99,9.42
539,Pangai,TO,2020-06-28 14:25:00,-19.8,-174.35,77.88,81,100,14.9
540,Phan Thiet,VN,2020-06-28 14:25:00,10.93,108.1,79.9,81,100,6.71
541,Tarauaca,BR,2020-06-28 14:25:00,-8.16,-70.77,81.55,72,7,2.33
542,Kattivakkam,IN,2020-06-28 14:25:01,13.22,80.32,87.8,74,75,4.7
543,Searcy,US,2020-06-28 14:24:35,35.25,-91.74,82.0,83,90,8.05
544,Ushtobe,KZ,2020-06-28 14:25:01,45.25,77.98,69.42,24,51,7.94
545,Ouadda,CF,2020-06-28 14:25:01,8.08,22.4,84.51,63,16,3.2
546,Pilar,BR,2020-06-28 14:25:01,-9.6,-35.96,78.8,83,75,11.41
547,Bakel,SN,2020-06-28 14:25:01,14.9,-12.46,102.24,23,100,12.55
548,Oranjemund,NA,2020-06-28 14:25:01,-28.55,16.43,61.83,60,0,19.3
549,Caravelas,BR,2020-06-28 14:23:10,-17.71,-39.25,82.56,51,0,2.59
550,Ignatovka,RU,2020-06-28 14:25:01,53.95,47.65,66.18,62,56,7.45
551,Brawley,US,2020-06-28 14:25:01,32.98,-115.53,84.0,54,1,4.7
552,Tibati,CM,2020-06-28 14:25:01,6.47,12.63,80.55,68,39,2.77
553,Druzhba,UA,2020-06-28 14:25:01,52.04,33.95,75.11,77,54,9.1
554,Tacuarembo,UY,2020-06-28 14:20:26,-31.73,-55.98,50.11,64,10,4.94
555,Chingirlau,KZ,2020-06-28 14:25:02,51.09,54.08,72.97,58,39,13.94
556,Coos Bay,US,2020-06-28 14:25:02,43.37,-124.22,55.0,100,90,4.7
